-0.356002 	-0.356002 	-1.42247e-17 	0.108375
-0.360934 	-0.360934 	-1.59595e-17 	0.105401
-0.365937 	-0.365937 	-1.59595e-17 	0.102799
-0.37101 	-0.37101 	-1.76942e-17 	0.100529
-0.376156 	-0.376156 	-2.11636e-17 	0.0984366
-0.381376 	-0.381376 	-2.56739e-17 	0.0965618
-0.38667 	-0.38667 	-2.84495e-17 	0.0949496
-0.392039 	-0.392039 	-3.01842e-17 	0.0936217
-0.397484 	-0.397484 	-3.08781e-17 	0.0925913
-0.403007 	-0.403007 	-2.81025e-17 	0.0918665
-0.408609 	-0.408609 	-2.35922e-17 	0.09145
-0.414291 	-0.414291 	-1.94289e-17 	0.0913394
-0.420054 	-0.420054 	-2.11636e-17 	0.0915282
-0.425898 	-0.425898 	-2.11636e-17 	0.0920063
-0.431826 	-0.431826 	-2.11636e-17 	0.0927605
-0.437839 	-0.437839 	-2.08167e-17 	0.0937752
-0.443937 	-0.443937 	-1.73472e-17 	0.0950326
-0.450122 	-0.450122 	-1.249e-17 	0.0965132
-0.456395 	-0.456395 	-1.07553e-17 	0.0981966
-0.462757 	-0.462757 	-1.56125e-17 	0.100061
-0.46921 	-0.46921 	-1.59595e-17 	0.102085
-0.475755 	-0.475755 	-1.31839e-17 	0.104247
-0.481216 	-0.481216 	-9.02056e-18 	0.106524
-0.48338 	-0.48338 	-5.66924e-18 	0.106524
-0.484558 	-0.484558 	-5.66924e-18 	0.106524
-0.489126 	-0.489126 	-2.77556e-18 	0.108894
-0.495955 	-0.495955 	3.46945e-19 	0.111337
-0.502881 	-0.502881 	-1.73472e-18 	0.113832
-0.509906 	-0.509906 	-1.04083e-18 	0.116359
-0.517031 	-0.517031 	4.51028e-18 	0.1189
-0.524257 	-0.524257 	7.28584e-18 	0.121436
