-0.49625 	0.000234925 	1.07907e-17 	1.12551 	1.03451
-0.49375 	0.000384875 	1.24035e-17 	1.19889 	1.0536
-0.49125 	0.000534825 	1.37939e-17 	1.27857 	1.07361
-0.48875 	0.000684775 	9.37037e-18 	1.33664 	1.08772
-0.48625 	0.000834725 	7.50281e-18 	1.37847 	1.09763
-0.48375 	0.000984675 	6.66795e-18 	1.43266 	1.11014
-0.48125 	0.00113463 	1.56134e-18 	1.47386 	1.11971
-0.47875 	0.00128458 	2.65636e-18 	1.49149 	1.12385
-0.47625 	0.00143453 	4.38835e-18 	1.51229 	1.12839
-0.47375 	0.00158448 	4.38561e-18 	1.52606 	1.13163
-0.47125 	0.00173443 	7.70054e-18 	1.52427 	1.13129
-0.46875 	0.00188437 	1.30348e-17 	1.51685 	1.12968
-0.46625 	0.00203432 	1.84829e-17 	1.4976 	1.12558
-0.46375 	0.00218427 	1.97324e-17 	1.47343 	1.12036
-0.46125 	0.00233422 	1.47125e-17 	1.45634 	1.11651
-0.45875 	0.00248417 	1.18909e-17 	1.4367 	1.11212
-0.45625 	0.00263412 	1.07768e-17 	1.41876 	1.10801
-0.45375 	0.00278407 	1.27121e-17 	1.41283 	1.1065
-0.45125 	0.00293402 	1.69378e-17 	1.41088 	1.10596
-0.44875 	0.00308397 	1.44143e-17 	1.40767 	1.10518
-0.44625 	0.00323392 	1.04352e-17 	1.40267 	1.10403
-0.44375 	0.00338387 	1.21157e-17 	1.39687 	1.10272
-0.44125 	0.00353382 	1.45063e-17 	1.39265 	1.10174
-0.43875 	0.00368377 	1.30806e-17 	1.39222 	1.10162
-0.43625 	0.00383372 	1.2037e-17 	1.39185 	1.10152
-0.43375 	0.00398367 	1.3853e-17 	1.38989 	1.10107
-0.43125 	0.00413362 	1.60214e-17 	1.38637 	1.10028
-0.42875 	0.00428357 	1.84771e-17 	1.38581 	1.10016
-0.42625 	0.00443352 	2.63565e-17 	1.38538 	1.10006
-0.42375 	0.00458347 	3.36098e-17 	1.38347 	1.09961
-0.42125 	0.00473342 	3.24605e-17 	1.38038 	1.09889
-0.41875 	0.00488337 	2.98205e-17 	1.37993 	1.09878
-0.41625 	0.00503332 	3.18371e-17 	1.38023 	1.09885
-0.41375 	0.00518327 	3.48267e-17 	1.38148 	1.09915
-0.41125 	0.00533322 	3.15795e-17 	1.38446 	1.09985
-0.40875 	0.00548317 	2.8766e-17 	1.38835 	1.10072
-0.40625 	0.00563312 	3.41599e-17 	1.39142 	1.10138
-0.40375 	0.00578307 	3.99359e-17 	1.39337 	1.10179
-0.40125 	0.00593302 	3.93505e-17 	1.39413 	1.10195
-0.39875 	0.00608297 	3.57373e-17 	1.39507 	1.10216
-0.39625 	0.00623292 	3.41273e-17 	1.39593 	1.10236
-0.39375 	0.00638287 	3.04274e-17 	1.39589 	1.10236
-0.39125 	0.00653282 	2.77494e-17 	1.39538 	1.10224
-0.38875 	0.00668277 	3.04246e-17 	1.39496 	1.10214
-0.38625 	0.00683272 	3.61655e-17 	1.39478 	1.10207
-0.38375 	0.00698267 	3.75234e-17 	1.39443 	1.10198
-0.38125 	0.00713262 	3.15196e-17 	1.39394 	1.10187
-0.37875 	0.00728257 	2.6085e-17 	1.39378 	1.10185
-0.37625 	0.00743252 	2.59359e-17 	1.39383 	1.10186
-0.37375 	0.00758247 	2.79878e-17 	1.39408 	1.10192
-0.37125 	0.00773242 	2.79742e-17 	1.39417 	1.10191
-0.36875 	0.00788237 	2.67951e-17 	1.39403 	1.10186
-0.36625 	0.00803232 	2.97387e-17 	1.39403 	1.10185
-0.36375 	0.00818227 	2.97929e-17 	1.39404 	1.10186
-0.36125 	0.00833222 	2.91179e-17 	1.394 	1.10185
-0.35875 	0.00848218 	2.66053e-17 	1.39384 	1.10183
-0.35625 	0.00863213 	2.34096e-17 	1.39368 	1.1018
-0.35375 	0.00878208 	2.51388e-17 	1.39362 	1.10178
-0.35125 	0.00893203 	2.35748e-17 	1.39379 	1.1018
-0.34875 	0.00908198 	2.15365e-17 	1.39423 	1.10188
-0.34625 	0.00923193 	2.13684e-17 	1.39472 	1.102
-0.34375 	0.00938187 	1.93952e-17 	1.39474 	1.10201
-0.34125 	0.00953182 	1.87772e-17 	1.39442 	1.10194
-0.33875 	0.00968177 	1.72674e-17 	1.39373 	1.10179
-0.33625 	0.00983172 	1.12121e-17 	1.39313 	1.10164
-0.33375 	0.00998167 	1.0155e-17 	1.39281 	1.10155
-0.33125 	0.0101316 	1.46381e-17 	1.39273 	1.10154
-0.32875 	0.0102816 	1.521e-17 	1.39289 	1.10157
-0.32625 	0.0104315 	9.58569e-18 	1.39374 	1.10178
-0.32375 	0.0105815 	9.73474e-18 	1.39478 	1.10201
-0.32125 	0.0107314 	1.63321e-17 	1.39514 	1.10208
-0.31875 	0.0108814 	1.9067e-17 	1.39507 	1.10206
-0.31625 	0.0110313 	1.9422e-17 	1.3946 	1.10194
-0.31375 	0.0111813 	2.02135e-17 	1.39374 	1.10175
-0.31125 	0.0113312 	2.05279e-17 	1.39306 	1.1016
-0.30875 	0.0114812 	2.34877e-17 	1.39283 	1.10155
-0.30625 	0.0116311 	2.65506e-17 	1.39285 	1.10156
-0.30375 	0.0117811 	2.44878e-17 	1.39328 	1.10165
-0.30125 	0.011931 	2.21188e-17 	1.39423 	1.10186
-0.29875 	0.012081 	2.31623e-17 	1.39501 	1.10203
-0.29625 	0.0122309 	2.06199e-17 	1.39516 	1.10206
-0.29375 	0.0123809 	1.79121e-17 	1.39504 	1.10203
-0.29125 	0.0125308 	2.08583e-17 	1.39436 	1.10188
-0.28875 	0.0126808 	2.41624e-17 	1.3934 	1.10166
-0.28625 	0.0128307 	2.13679e-17 	1.39294 	1.10156
-0.28375 	0.0129807 	1.98418e-17 	1.39285 	1.10153
-0.28125 	0.0131306 	2.16389e-17 	1.39292 	1.10155
-0.27875 	0.0132806 	2.06414e-17 	1.39354 	1.10168
-0.27625 	0.0134305 	2.58618e-17 	1.39444 	1.10189
-0.27375 	0.0135805 	3.58229e-17 	1.39481 	1.10197
-0.27125 	0.0137304 	4.01109e-17 	1.39484 	1.10198
-0.26875 	0.0138804 	4.27861e-17 	1.39471 	1.10195
-0.26625 	0.0140303 	4.83535e-17 	1.39417 	1.10182
-0.26375 	0.0141803 	5.1663e-17 	1.3936 	1.10169
-0.26125 	0.0143302 	5.214e-17 	1.39337 	1.10164
-0.25875 	0.0144802 	5.25276e-17 	1.39328 	1.10161
-0.25625 	0.0146301 	4.98089e-17 	1.39329 	1.10161
-0.25375 	0.0147801 	4.55344e-17 	1.39369 	1.1017
-0.25125 	0.01493 	4.76784e-17 	1.39425 	1.10183
-0.24875 	0.01508 	5.50998e-17 	1.3945 	1.10189
-0.24625 	0.0152299 	5.79485e-17 	1.39458 	1.1019
-0.24375 	0.0153799 	5.67098e-17 	1.39454 	1.10189
-0.24125 	0.0155298 	5.94121e-17 	1.39419 	1.10181
-0.23875 	0.0156798 	5.78942e-17 	1.39373 	1.10171
-0.23625 	0.0158297 	4.88248e-17 	1.39353 	1.10166
-0.23375 	0.0159797 	4.57402e-17 	1.39346 	1.10164
-0.23125 	0.0161296 	4.75454e-17 	1.39346 	1.10164
-0.22875 	0.0162796 	4.66238e-17 	1.39367 	1.10169
-0.22625 	0.0164295 	4.69463e-17 	1.39405 	1.10177
-0.22375 	0.0165795 	4.74342e-17 	1.39432 	1.10183
-0.22125 	0.0167294 	4.73447e-17 	1.39444 	1.10186
-0.21875 	0.0168794 	5.03127e-17 	1.39446 	1.10186
-0.21625 	0.0170293 	5.16408e-17 	1.39429 	1.10182
-0.21375 	0.0171793 	4.85725e-17 	1.39392 	1.10174
-0.21125 	0.0173292 	4.62117e-17 	1.39366 	1.10168
-0.20875 	0.0174792 	4.0544e-17 	1.39354 	1.10165
-0.20625 	0.0176291 	3.66056e-17 	1.3935 	1.10164
-0.20375 	0.0177791 	3.88986e-17 	1.3936 	1.10166
-0.20125 	0.017929 	3.77141e-17 	1.39396 	1.10175
-0.19875 	0.018079 	3.21603e-17 	1.39435 	1.10183
-0.19625 	0.0182289 	2.72434e-17 	1.39454 	1.10187
-0.19375 	0.0183789 	2.7593e-17 	1.39457 	1.10188
-0.19125 	0.0185288 	2.97641e-17 	1.39441 	1.10184
-0.18875 	0.0186788 	2.54463e-17 	1.39402 	1.10175
-0.18625 	0.0188287 	1.62901e-17 	1.3937 	1.10168
-0.18375 	0.0189787 	1.11944e-17 	1.39358 	1.10165
-0.18125 	0.0191286 	1.13787e-17 	1.39356 	1.10165
-0.17875 	0.0192786 	1.27095e-17 	1.39369 	1.10167
-0.17625 	0.0194285 	1.05844e-17 	1.39411 	1.10177
-0.17375 	0.0195785 	4.36109e-18 	1.39448 	1.10185
-0.17125 	0.0197284 	6.56741e-18 	1.39457 	1.10187
-0.16875 	0.0198784 	1.22866e-17 	1.39453 	1.10186
-0.16625 	0.0200283 	9.47032e-18 	1.39423 	1.10179
-0.16375 	0.0201783 	4.57512e-18 	1.39388 	1.10171
-0.16125 	0.0203282 	-7.23943e-19 	1.39378 	1.10169
-0.15875 	0.0204782 	-3.14445e-18 	1.39376 	1.10168
-0.15625 	0.0206281 	-3.41552e-18 	1.39378 	1.10169
-0.15375 	0.0207781 	-2.58071e-18 	1.39404 	1.10174
-0.15125 	0.020928 	-5.34304e-19 	1.39439 	1.10182
-0.14875 	0.021078 	-4.05528e-18 	1.3945 	1.10185
-0.14625 	0.0212279 	-7.93674e-18 	1.39452 	1.10185
-0.14375 	0.0213779 	-7.36485e-18 	1.39441 	1.10182
-0.14125 	0.0215278 	-7.08569e-18 	1.39408 	1.10175
-0.13875 	0.0216778 	-7.0288e-18 	1.39392 	1.10171
-0.13625 	0.0218277 	-1.04131e-18 	1.39387 	1.1017
-0.13375 	0.0219777 	-2.39029e-19 	1.39385 	1.10169
-0.13125 	0.0221276 	-4.38613e-18 	1.39393 	1.10171
-0.12875 	0.0222776 	-4.61925e-18 	1.39422 	1.10178
-0.12625 	0.0224275 	-3.17706e-19 	1.39436 	1.10181
-0.12375 	0.0225775 	6.51274e-18 	1.39438 	1.10181
-0.12125 	0.0227274 	6.21727e-18 	1.39436 	1.1018
-0.11875 	0.0228774 	4.41747e-18 	1.39416 	1.10176
-0.11625 	0.0230273 	6.83522e-18 	1.39399 	1.10172
-0.11375 	0.0231773 	1.11503e-17 	1.39395 	1.10171
-0.11125 	0.0233272 	1.31127e-17 	1.39393 	1.1017
-0.10875 	0.0234772 	1.11557e-17 	1.39395 	1.10171
-0.10625 	0.0236271 	1.10283e-17 	1.39412 	1.10174
-0.10375 	0.0237771 	1.2538e-17 	1.39429 	1.10178
-0.10125 	0.023927 	9.8085e-18 	1.39432 	1.10179
-0.09875 	0.024077 	5.74272e-18 	1.39431 	1.10179
-0.09625 	0.0242269 	5.3063e-18 	1.39414 	1.10174
-0.09375 	0.0243769 	7.041e-18 	1.39398 	1.10171
-0.09125 	0.0245268 	9.7054e-18 	1.39395 	1.1017
-0.08875 	0.0246768 	1.00279e-17 	1.39393 	1.1017
-0.08625 	0.0248267 	9.99267e-18 	1.39394 	1.1017
-0.08375 	0.0249767 	1.16406e-17 	1.39407 	1.10173
-0.08125 	0.0251266 	8.97076e-18 	1.39417 	1.10176
-0.07875 	0.0252766 	7.49622e-18 	1.39417 	1.10175
-0.07625 	0.0254265 	1.07244e-17 	1.39406 	1.10173
-0.07375 	0.0255765 	8.846e-18 	1.39388 	1.10169
-0.07125 	0.0257264 	7.37959e-18 	1.39383 	1.10168
-0.06875 	0.0258764 	1.08707e-17 	1.3938 	1.10167
-0.06625 	0.0260263 	1.30743e-17 	1.39379 	1.10167
-0.06375 	0.0261763 	1.27246e-17 	1.39384 	1.10168
-0.06125 	0.0263262 	1.19575e-17 	1.39409 	1.10174
-0.05875 	0.0264762 	1.09302e-17 	1.39433 	1.10179
-0.05625 	0.0266261 	1.36272e-17 	1.39436 	1.10179
-0.05375 	0.0267761 	2.0501e-17 	1.39435 	1.10179
-0.05125 	0.026926 	2.31762e-17 	1.39426 	1.10176
-0.04875 	0.027076 	2.28726e-17 	1.39421 	1.10175
-0.04625 	0.0272259 	2.62119e-17 	1.3942 	1.10175
-0.04375 	0.0273759 	2.85308e-17 	1.3942 	1.10175
-0.04125 	0.0275258 	2.52117e-17 	1.39421 	1.10175
-0.03875 	0.0276758 	2.33211e-17 	1.39421 	1.10175
-0.03625 	0.0278257 	2.04222e-17 	1.39418 	1.10174
-0.03375 	0.0279757 	1.769e-17 	1.39409 	1.10172
-0.03125 	0.0281256 	2.01945e-17 	1.39392 	1.10169
-0.02875 	0.0282756 	2.07853e-17 	1.39377 	1.10166
-0.02625 	0.0284255 	1.58224e-17 	1.3937 	1.10165
-0.02375 	0.0285755 	1.23163e-17 	1.39369 	1.10164
-0.02125 	0.0287254 	9.61798e-18 	1.39371 	1.10165
-0.01875 	0.0288754 	1.02143e-17 	1.39385 	1.10168
-0.01625 	0.0290253 	1.43356e-17 	1.39415 	1.10175
-0.01375 	0.0291753 	1.48587e-17 	1.39444 	1.10181
-0.01125 	0.0293252 	1.43057e-17 	1.39453 	1.10183
-0.00875 	0.0294752 	1.37975e-17 	1.39453 	1.10183
-0.00625 	0.0296251 	1.47149e-17 	1.39439 	1.1018
-0.00375 	0.0297751 	1.68359e-17 	1.39402 	1.10171
-0.00125 	0.029925 	2.0102e-17 	1.39387 	1.10168
