0.000625 	0.047 	0.005 	-0.0321936 	0.182498 	0
0.001875 	0.047 	0.005 	-0.0728141 	0.255524 	0
0.003125 	0.047 	0.005 	-0.0616929 	0.235375 	0
0.004375 	0.047 	0.005 	-0.0201051 	0.198726 	0
0.005625 	0.047 	0.005 	0.0314542 	0.163474 	0
0.006875 	0.047 	0.005 	0.0840189 	0.133573 	0
0.008125 	0.047 	0.005 	0.134015 	0.109543 	0
0.009375 	0.047 	0.005 	0.179952 	0.0906196 	0
0.010625 	0.047 	0.005 	0.22142 	0.0757456 	0
0.011875 	0.047 	0.005 	0.258563 	0.0639847 	0
0.013125 	0.047 	0.005 	0.291752 	0.0546052 	0
0.014375 	0.047 	0.005 	0.32142 	0.0470531 	0
0.015625 	0.047 	0.005 	0.348001 	0.040913 	0
0.016875 	0.047 	0.005 	0.37189 	0.0358748 	0
0.018125 	0.047 	0.005 	0.393444 	0.0317067 	0
0.019375 	0.047 	0.005 	0.412973 	0.0282341 	0
0.020625 	0.047 	0.005 	0.430749 	0.0253248 	0
0.021875 	0.047 	0.005 	0.447006 	0.0228773 	0
0.023125 	0.047 	0.005 	0.461951 	0.0208134 	0
0.024375 	0.047 	0.005 	0.475762 	0.0190716 	0
0.025625 	0.047 	0.005 	0.488598 	0.0176035 	0
0.026875 	0.047 	0.005 	0.500599 	0.01637 	0
0.028125 	0.047 	0.005 	0.511887 	0.0153391 	0
0.029375 	0.047 	0.005 	0.522574 	0.0144844 	0
0.030625 	0.047 	0.005 	0.532757 	0.0137835 	0
0.031875 	0.047 	0.005 	0.542525 	0.0132169 	0
0.033125 	0.047 	0.005 	0.551957 	0.0127674 	0
0.034375 	0.047 	0.005 	0.56112 	0.0124193 	0
0.035625 	0.047 	0.005 	0.570077 	0.0121581 	0
0.036875 	0.047 	0.005 	0.578879 	0.0119701 	0
0.038125 	0.047 	0.005 	0.587572 	0.0118422 	0
0.039375 	0.047 	0.005 	0.596193 	0.0117616 	0
0.040625 	0.047 	0.005 	0.60477 	0.0117161 	0
0.041875 	0.047 	0.005 	0.613326 	0.0116934 	0
0.043125 	0.047 	0.005 	0.621873 	0.0116817 	0
0.044375 	0.047 	0.005 	0.630417 	0.0116695 	0
0.045625 	0.047 	0.005 	0.638959 	0.0116456 	0
0.046875 	0.047 	0.005 	0.647488 	0.0115994 	0
0.048125 	0.047 	0.005 	0.655991 	0.0115207 	0
0.049375 	0.047 	0.005 	0.664444 	0.0114002 	0
0.050625 	0.047 	0.005 	0.67282 	0.0112292 	0
0.051875 	0.047 	0.005 	0.681086 	0.011 	0
0.053125 	0.047 	0.005 	0.689201 	0.0107055 	0
0.054375 	0.047 	0.005 	0.697125 	0.0103399 	0
0.055625 	0.047 	0.005 	0.704808 	0.00989824 	0
0.056875 	0.047 	0.005 	0.7122 	0.00937634 	0
0.058125 	0.047 	0.005 	0.719249 	0.00877102 	0
0.059375 	0.047 	0.005 	0.725897 	0.00807982 	0
0.060625 	0.047 	0.005 	0.732088 	0.00730091 	0
0.061875 	0.047 	0.005 	0.737762 	0.00643295 	0
0.063125 	0.047 	0.005 	0.742858 	0.00547486 	0
0.064375 	0.047 	0.005 	0.747316 	0.00442569 	0
0.065625 	0.047 	0.005 	0.751071 	0.0032843 	0
0.066875 	0.047 	0.005 	0.754059 	0.00204913 	0
0.068125 	0.047 	0.005 	0.756215 	0.000717643 	0
0.069375 	0.047 	0.005 	0.757471 	-0.000713191 	0
0.070625 	0.047 	0.005 	0.757756 	-0.00224514 	0
0.071875 	0.047 	0.005 	0.756992 	-0.0038862 	0
0.073125 	0.047 	0.005 	0.755101 	-0.00564427 	0
0.074375 	0.047 	0.005 	0.751995 	-0.00752925 	0
0.075625 	0.047 	0.005 	0.74758 	-0.00955423 	0
0.076875 	0.047 	0.005 	0.74175 	-0.0117364 	0
0.078125 	0.047 	0.005 	0.734386 	-0.0140984 	0
0.079375 	0.047 	0.005 	0.725351 	-0.0166703 	0
0.080625 	0.047 	0.005 	0.714485 	-0.0194927 	0
0.081875 	0.047 	0.005 	0.701598 	-0.0226222 	0
0.083125 	0.047 	0.005 	0.686455 	-0.0261392 	0
0.084375 	0.047 	0.005 	0.668766 	-0.0301612 	0
0.085625 	0.047 	0.005 	0.648152 	-0.0348654 	0
0.086875 	0.047 	0.005 	0.624107 	-0.0405264 	0
0.088125 	0.047 	0.005 	0.595926 	-0.0475867 	0
0.089375 	0.047 	0.005 	0.562589 	-0.0567875 	0
0.090625 	0.047 	0.005 	0.522566 	-0.0694305 	0
0.091875 	0.047 	0.005 	0.473484 	-0.0879075 	0
0.093125 	0.047 	0.005 	0.411667 	-0.116724 	0
0.094375 	0.047 	0.005 	0.332009 	-0.163996 	0
0.095625 	0.047 	0.005 	0.229981 	-0.241336 	0
0.096875 	0.047 	0.005 	0.107434 	-0.353038 	0
0.098125 	0.047 	0.005 	-0.00541219 	-0.455956 	0
0.099375 	0.047 	0.005 	-0.0177923 	-0.364871 	0
