-0.356614 	-0.356614 	-6.93889e-19 	0.110223
-0.362789 	-0.362789 	1.38778e-18 	0.106495
-0.369075 	-0.369075 	5.20417e-18 	0.103293
-0.375474 	-0.375474 	8.32667e-18 	0.100603
-0.381987 	-0.381987 	1.45717e-17 	0.09825
-0.388617 	-0.388617 	1.94289e-17 	0.0962918
-0.395366 	-0.395366 	1.45717e-17 	0.094786
-0.402237 	-0.402237 	1.31839e-17 	0.0937548
-0.40923 	-0.40923 	1.52656e-17 	0.0932041
-0.416349 	-0.416349 	1.11022e-17 	0.0931294
-0.423595 	-0.423595 	7.28584e-18 	0.0935163
-0.430971 	-0.430971 	7.97973e-18 	0.0943419
-0.43848 	-0.43848 	7.97973e-18 	0.0955767
-0.446123 	-0.446123 	4.51028e-18 	0.0971862
-0.453904 	-0.453904 	5.55112e-18 	0.0991318
-0.461824 	-0.461824 	1.11022e-17 	0.101373
-0.469885 	-0.469885 	1.38778e-17 	0.103866
-0.478092 	-0.478092 	1.38778e-17 	0.106569
-0.486445 	-0.486445 	1.38778e-17 	0.109438
-0.494949 	-0.494949 	1.73472e-17 	0.112432
-0.503605 	-0.503605 	2.08167e-17 	0.11551
-0.512416 	-0.512416 	1.80411e-17 	0.118633
-0.521385 	-0.521385 	1.07553e-17 	0.121765
