0.050001 	0.00125 	0.005 	0.0381757
0.050001 	0.00375 	0.005 	0.0377207
0.050001 	0.00625 	0.005 	0.0373691
0.050001 	0.00875 	0.005 	0.0370771
0.050001 	0.01125 	0.005 	0.036791
0.050001 	0.01375 	0.005 	0.0364913
0.050001 	0.01625 	0.005 	0.0361568
0.050001 	0.01875 	0.005 	0.0357619
0.050001 	0.02125 	0.005 	0.0352784
0.050001 	0.02375 	0.005 	0.0346754
0.050001 	0.02625 	0.005 	0.0339189
0.050001 	0.02875 	0.005 	0.0329715
0.050001 	0.03125 	0.005 	0.0317924
0.050001 	0.03375 	0.005 	0.0303377
0.050001 	0.03625 	0.005 	0.0285612
0.050001 	0.03875 	0.005 	0.0264153
0.050001 	0.04125 	0.005 	0.0238531
0.050001 	0.04375 	0.005 	0.020831
0.050001 	0.04625 	0.005 	0.0173122
0.050001 	0.04875 	0.005 	0.0132709
0.050001 	0.05125 	0.005 	0.00869771
0.050001 	0.05375 	0.005 	0.00360571
0.050001 	0.05625 	0.005 	-0.00196324
0.050001 	0.05875 	0.005 	-0.00793219
0.050001 	0.06125 	0.005 	-0.0141836
0.050001 	0.06375 	0.005 	-0.0205561
0.050001 	0.06625 	0.005 	-0.0268442
0.050001 	0.06875 	0.005 	-0.0328034
0.050001 	0.07125 	0.005 	-0.038162
0.050001 	0.07375 	0.005 	-0.04264
0.050001 	0.07625 	0.005 	-0.0459769
0.050001 	0.07875 	0.005 	-0.0479663
0.050001 	0.08125 	0.005 	-0.0484946
0.050001 	0.08375 	0.005 	-0.047578
0.050001 	0.08625 	0.005 	-0.045391
0.050001 	0.08875 	0.005 	-0.0422731
0.050001 	0.09125 	0.005 	-0.0387139
0.050001 	0.09375 	0.005 	-0.0353156
0.050001 	0.09625 	0.005 	-0.0326745
0.050001 	0.09875 	0.005 	-0.0311098
